gene_symbol,s_het,s_het_lower95,s_het_upper95,NFE_s_het,NFE_s_het_lower95,NFE_s_het_upper95,rank,quintile,decile,U,N,NFE_N,n,NFE_n
PRMT5,0.08623145,0.029,0.241,0.0702,0,0,3325,2,3,1.94E-06,115212.2851,66633.3333,3,1
EBAG9,0.08620314,0.014,0.392,0.04976,0,1,3326,2,3,5.60E-07,106795.7538,66480,1,0
AGFG1,0.086184251,0.024,0.274,0.06581,0,0,3327,2,3,1.33E-06,113190.6332,66705,2,1
TRIM13,0.086115807,0.014,0.391,0.0497,0,1,3328,2,3,5.04E-07,118513.5895,66490,1,0
TCF7L2,0.086053494,0.029,0.241,0.07005,0,0,3329,2,3,2.11E-06,105688.8434,65655.3333,3,2
DMRT1,0.086019434,0.014,0.391,0.04964,0,0,3330,2,3,5.74E-07,103917.0027,66394,1,1
FASLG,0.085977858,0.014,0.391,0.04961,0,1,3331,2,3,5.05E-07,118045.1101,65630,1,0
CASK,0.085974991,0.029,0.24,0.06999,0,0,3332,2,3,3.02E-06,73767.95881,40274,3,3
LGR4,0.085946959,0.029,0.24,0.06996,0,0,3333,2,3,1.96E-06,113622.0292,63413.3333,3,2
BRSK1,0.085938544,0.029,0.24,0.06996,0,0,3334,2,3,2.14E-06,104053.8051,63088,3,3
DCP2,0.085855077,0.024,0.273,0.06554,0,0,3335,2,3,1.33E-06,112684.5113,66560,2,2
RILPL2,0.085790697,0.014,0.39,0.04949,0,0,3336,2,3,6.00E-07,99087.78182,31660,1,1
NLGN1,0.085769801,0.024,0.272,0.06547,0,0,3337,2,3,1.36E-06,110070.6682,66607,2,2
NKAIN1,0.085689856,0.014,0.39,0.04943,0,1,3338,2,3,7.03E-07,84447.28144,65486,1,0
RAB12,0.085633869,0.014,0.389,0.04939,0,1,3339,2,3,5.71E-07,103885.4211,60230,1,0
UBA3,0.085624844,0.029,0.239,0.06969,0,0,3340,2,3,2.00E-06,110889.7087,64333.3333,3,3
SLC6A17,0.085609924,0.024,0.272,0.06534,0,0,3341,2,3,1.30E-06,114899.5735,66709,2,2
TCF4,0.085599296,0.029,0.239,0.06967,0,1,3342,2,3,2.11E-06,105074.1639,10794,3,0
DACH2,0.085550753,0.016,0.34,0.05617,0,0,3343,2,3,1.11E-06,65059.20795,41466,1,1
TICAM1,0.08552052,0.024,0.272,0.06527,0,1,3344,2,3,1.29E-06,115648.7087,63339,2,0
ZNF148,0.085504604,0.024,0.272,0.06526,0,1,3345,2,3,1.29E-06,115623.5106,62019,2,0
ITSN1,0.085393744,0.043,0.168,0.07869,0,0,3346,2,3,5.67E-06,113673.3329,65765.4286,8,6
TBC1D25,0.085377763,0.023,0.28,0.06388,0,0,3347,2,3,1.74E-06,79845.99123,47201.5,2,1
PSMB1,0.085289856,0.013,0.388,0.04917,0,0,3348,2,3,5.87E-07,100553.073,66694,1,1
KCNK1,0.085265481,0.013,0.388,0.04915,0,0,3349,2,3,5.45E-07,108263.9265,29348,1,1
HS3ST4,0.085157923,0.013,0.388,0.04908,0,0,3350,2,3,6.39E-07,92194.07254,7768,1,1
CCDC12,0.085151082,0.013,0.388,0.04908,0,0,3351,2,3,6.61E-07,89116.75188,66734,1,1
SDHD,0.085119743,0.013,0.387,0.04906,0,1,3352,2,3,5.62E-07,104767.6575,66736,1,0
NR1D1,0.085086797,0.024,0.27,0.06492,0,0,3353,2,3,1.29E-06,114962.4276,65602,2,1
GNMT,0.085050511,0.013,0.387,0.04901,0,0,3354,2,3,5.51E-07,106751.9767,60542,1,1
ATXN7L3,0.085038635,0.024,0.27,0.06488,0,0,3355,2,3,1.24E-06,119518.7785,66501,2,1
FAM60A,0.085036824,0.013,0.387,0.049,0,0,3356,2,3,5.85E-07,100527.623,65948,1,1
BMPR2,0.085023375,0.033,0.213,0.07255,0,0,3357,2,3,2.57E-06,118114.1413,66528,4,3
AKAP14,0.08499044,0.013,0.387,0.04897,0,1,3358,2,3,7.07E-07,83124.58716,43547,1,0
THBS1,0.084901493,0.033,0.212,0.07245,0,0,3359,2,3,2.67E-06,113515.8698,66314,4,1
WASL,0.084839628,0.024,0.27,0.06472,0,1,3360,2,3,1.42E-06,104082.7194,66501,2,0
SLC9A7,0.08480326,0.023,0.279,0.06342,0,1,3361,2,3,1.85E-06,74506.40452,45843,2,0
MED12L,0.084802908,0.045,0.161,0.07885,0,0,3362,2,3,6.30E-06,115006.4368,65681.3333,9,6
RBMX2,0.084793808,0.016,0.337,0.0556,0,0,3363,2,3,9.55E-07,74710.11656,46378,1,1
NPY5R,0.084779276,0.013,0.386,0.04884,0,1,3364,2,3,4.88E-07,120059.383,66738,1,0
SMNDC1,0.084713517,0.013,0.386,0.04879,0,0,3365,2,3,5.10E-07,114770.4242,66676,1,1
TTC36,0.084682995,0.013,0.386,0.04877,0,1,3366,2,3,5.72E-07,102284.7872,64736,1,0
PIK3R1,0.084675011,0.033,0.212,0.07225,0,0,3367,2,3,2.63E-06,114913.1734,66205.3333,4,4
SUPT6H,0.084668837,0.043,0.166,0.07802,0,1,3368,2,3,5.49E-06,116372.8984,60915,8,1
SF3A1,0.084637814,0.028,0.237,0.06887,0,0,3369,2,3,1.97E-06,111149,58486.6667,3,2
DUSP8,0.084623172,0.013,0.385,0.04874,0,1,3370,2,3,7.30E-07,80076.5894,48774,1,0
RNF31,0.084601051,0.036,0.195,0.07439,0,0,3371,2,3,3.31E-06,116524.0386,65410.4,5,3
FRY,0.084511022,0.049,0.148,0.08,0,0,3372,2,3,8.37E-06,116505.0613,65615.6667,12,9
ELAC1,0.084498771,0.013,0.385,0.04866,0,0,3373,2,3,5.09E-07,114636.3677,64050,1,1
CDK4,0.084487054,0.023,0.269,0.06443,0,1,3374,2,3,1.26E-06,116729.3559,66737,2,0
TGFBR1,0.084432594,0.023,0.269,0.06439,0,0,3375,2,3,1.32E-06,111339.4468,65806,2,1
FRMD4A,0.084428471,0.033,0.211,0.07204,0,0,3376,2,3,2.95E-06,102128.6306,63682,4,2
UBXN4,0.084346778,0.023,0.268,0.06432,0,0,3377,2,3,1.38E-06,106371.9692,65963,2,2
NYAP2,0.084336676,0.023,0.268,0.06431,0,0,3378,2,3,1.36E-06,107921.139,66506,2,1
KCNJ15,0.084282784,0.013,0.384,0.04852,0,0,3379,2,3,4.85E-07,119929.8316,66640,1,1
NXF1,0.084274623,0.033,0.211,0.0719,0,0,3380,2,3,2.56E-06,117457.6643,66030.5,4,3
CDCA4,0.084252673,0.013,0.384,0.0485,0,1,3381,2,3,4.96E-07,117218.4167,64356,1,0
ZHX1,0.084200708,0.023,0.268,0.0642,0,0,3382,2,3,1.23E-06,119102.4056,66612,2,1
USP42,0.084180073,0.028,0.236,0.06849,0,1,3383,2,3,2.34E-06,93016.62575,45254,3,0
RNF185,0.084164936,0.013,0.384,0.04844,0,1,3384,2,3,5.35E-07,108533.9355,66614,1,0
SMEK1,0.084145637,0.028,0.235,0.06846,0,0,3385,2,3,2.06E-06,105612.0338,66435,3,2
AES,0.084091407,0.016,0.335,0.05507,0,0,3386,2,3,8.01E-07,88072.11538,56078,1,1
HES1,0.084023817,0.013,0.383,0.04835,0,0,3387,2,3,5.65E-07,102558.5504,64574,1,1
C1orf74,0.083958769,0.013,0.383,0.04831,0,1,3388,2,3,4.81E-07,120353.9504,66736,1,0
PGAM1,0.083836037,0.013,0.382,0.04823,0,0,3389,2,3,5.30E-07,109029.9692,66740,1,1
TET1,0.083796512,0.038,0.181,0.07521,0,0,3390,2,3,3.91E-06,118953.7962,66091.6667,6,4
YWHAH,0.08378559,0.013,0.382,0.04819,0,0,3391,2,3,5.84E-07,98874.9931,66710,1,1
RC3H1,0.083720728,0.038,0.181,0.07514,0,0,3392,2,3,3.97E-06,117045.4732,66678,6,3
CLOCK,0.083713833,0.032,0.209,0.07142,0,0,3393,2,3,2.61E-06,114386.8288,58663.5,4,2
GATSL3,0.083666258,0.013,0.381,0.04812,0,1,3394,2,3,6.50E-07,88679.3432,64226,1,0
ROCK1,0.083656041,0.041,0.171,0.07622,0,0,3395,2,3,4.90E-06,111755.8092,64112.5714,7,2
LGALSL,0.083639378,0.013,0.381,0.0481,0,1,3396,2,3,5.20E-07,110805.2541,66014,1,0
FMNL2,0.083612765,0.032,0.209,0.07133,0,1,3397,2,3,3.05E-06,97758.59241,63104.5,4,0
MARCH3,0.083581778,0.013,0.381,0.04806,0,1,3398,2,3,4.90E-07,117489.3744,66154,1,0
CELSR2,0.083566126,0.044,0.158,0.07769,0,0,3399,2,3,6.31E-06,113104.4309,64955.1111,9,8
SFN,0.083521912,0.013,0.381,0.04802,0,0,3400,2,3,4.89E-07,117625.6418,66470,1,1
CACNA1C,0.083517035,0.041,0.171,0.07609,0,0,3401,2,3,5.68E-06,96243.08463,53500.8571,7,5
RHOV,0.083487258,0.013,0.381,0.048,0,1,3402,2,3,5.15E-07,111630.1085,66090,1,0
PSIP1,0.083463351,0.028,0.234,0.06789,0,0,3403,2,3,1.85E-06,116550.1324,66478.6667,3,3
UBIAD1,0.083433873,0.013,0.381,0.04797,0,0,3404,2,3,4.99E-07,115118.5752,66386,1,1
TESC,0.083426567,0.013,0.381,0.04796,0,0,3405,2,3,7.08E-07,81127.06897,10134,1,0
GPR26,0.08339263,0.013,0.38,0.04794,0,1,3406,2,3,6.22E-07,92297.66667,65648,1,0
SPATA13,0.083326644,0.028,0.233,0.06778,0,0,3407,2,3,2.27E-06,94814.37824,65099.3333,3,1
PRRC2A,0.083225854,0.045,0.153,0.07793,0,0,3408,2,3,7.07E-06,112275.1976,64737.5,10,3
TCF12,0.083180604,0.028,0.233,0.06765,0,0,3409,2,3,1.85E-06,116115.1611,66714,3,2
TAGLN,0.083178724,0.013,0.379,0.0478,0,0,3410,2,3,4.99E-07,114684.5455,66726,1,1
KCNMA1,0.083138313,0.032,0.208,0.07092,0,0,3411,2,3,2.95E-06,100458.4926,51914,4,2
MAP1S,0.083052267,0.022,0.273,0.06205,0,0,3412,2,3,1.58E-06,85131.03439,40776,2,1
ITM2B,0.083035767,0.013,0.379,0.04771,0,0,3413,2,3,5.41E-07,105556.9588,66488,1,1
NXPH1,0.083024626,0.013,0.379,0.0477,0,0,3414,2,3,4.87E-07,117242.0241,66346,1,1
KDM5A,0.082979331,0.04,0.17,0.0756,0,0,3415,2,3,4.70E-06,115535.0233,66515.6,7,4
RAB1B,0.082931122,0.013,0.378,0.04764,0,1,3416,2,3,6.32E-07,90217.68182,66124,1,0
STK38L,0.082914999,0.023,0.264,0.06316,0,1,3417,2,3,1.21E-06,118911.9558,66437,2,0
APOA1,0.082911488,0.013,0.378,0.04763,0,0,3418,2,3,5.24E-07,108780.3981,66032,1,1
PAK4,0.082869095,0.022,0.273,0.0619,0,0,3419,2,3,1.53E-06,87685.88792,65775,2,1
DIO2,0.0828466,0.013,0.378,0.04759,0,0,3420,2,3,5.99E-07,95068.31441,15092,1,0
SUV39H2,0.082762355,0.023,0.264,0.06304,0,0,3421,2,3,1.32E-06,108768.0942,66676,2,2
RPP25L,0.082756238,0.013,0.378,0.04753,0,1,3422,2,3,4.86E-07,117015.0947,63058,1,0
HLA-DMA,0.082724752,0.013,0.378,0.04751,0,1,3423,2,3,5.06E-07,112337.2627,63240,1,0
FGF21,0.082717812,0.013,0.378,0.0475,0,0,3424,2,3,5.00E-07,113673.5495,63968,1,1
GLG1,0.082542423,0.038,0.178,0.07408,0,0,3425,2,3,4.13E-06,110859.632,65927,6,3
PRR16,0.082528288,0.013,0.377,0.04738,0,0,3426,2,3,5.82E-07,97381.84694,66428,1,1
NRXN2,0.082501999,0.035,0.19,0.07252,0,0,3427,2,3,3.57E-06,105214.9834,58105.5,5,3
HOXB3,0.082478119,0.013,0.377,0.04735,0,0,3428,2,3,5.39E-07,105071.8982,66416,1,1
ASXL2,0.082473432,0.032,0.206,0.07034,0,0,3429,2,3,2.52E-06,116593.5873,66263,4,2
SURF4,0.082448245,0.013,0.377,0.04733,0,1,3430,2,3,5.68E-07,99662.78295,65390,1,0
VASH1,0.082438326,0.013,0.376,0.04732,0,1,3431,2,3,6.95E-07,81438.9395,65976,1,0
NCOA3,0.082436522,0.038,0.178,0.07398,0,0,3432,2,3,3.89E-06,117541.7832,66594.3333,6,3
INHBA,0.082334044,0.013,0.376,0.04726,0,1,3433,2,3,4.88E-07,115802.8545,66724,1,0
BANP,0.082331102,0.022,0.271,0.06148,0,1,3434,2,3,1.48E-06,89958.89969,49528,2,0
SRCAP,0.082309396,0.045,0.151,0.07707,0,1,3435,2,3,6.73E-06,116617.4408,66494.2857,10,1
NCOR2,0.082210541,0.04,0.169,0.07489,0,0,3436,2,3,5.90E-06,91153.08673,48541.7143,7,5
UBN1,0.082147759,0.032,0.206,0.07006,0,0,3437,2,3,2.48E-06,117973.3434,66294,4,2
BATF3,0.082088609,0.013,0.375,0.0471,0,0,3438,2,3,4.99E-07,112833.9759,66718,1,1
ARMCX5,0.082059068,0.015,0.328,0.05354,0,1,3439,2,3,7.86E-07,86817.43636,47932,1,0
RABL6,0.081992162,0.022,0.27,0.06121,0,0,3440,2,3,1.69E-06,78400.5977,64866,2,2
EYA1,0.081914905,0.027,0.23,0.0666,0,0,3441,2,3,1.86E-06,113556.2361,66672.6667,3,2
FRMD7,0.081861724,0.022,0.27,0.06111,0,0,3442,2,3,1.52E-06,87006.58036,47977,2,2
SLITRK5,0.081858834,0.023,0.261,0.06231,0,0,3443,2,3,1.21E-06,117143.7592,66681,2,1
ZC3H12A,0.081851733,0.023,0.261,0.0623,0,0,3444,2,3,1.26E-06,112483.7963,66385,2,1
ADAMTS6,0.081851673,0.035,0.189,0.07195,0,0,3445,2,3,3.24E-06,114968.6899,66268,5,2
SF3A2,0.081836366,0.015,0.328,0.05338,0,0,3446,2,3,7.65E-07,88871.87115,64784,1,1
TNFRSF14,0.081785751,0.013,0.374,0.0469,0,1,3447,2,3,6.79E-07,82545.13987,51676,1,0
VAX2,0.081766118,0.013,0.374,0.04689,0,1,3448,2,3,5.14E-07,109010.823,65534,1,0
MOB4,0.081757046,0.013,0.374,0.04688,0,1,3449,2,3,5.80E-07,96592.92896,66718,1,0
PTK2,0.081737858,0.035,0.188,0.07185,0,1,3450,2,3,3.57E-06,104188.4746,66589.5,5,0
FAT3,0.081691976,0.045,0.15,0.07649,0,0,3451,2,3,6.90E-06,112870.5917,58505.75,10,5
ERP44,0.081654287,0.023,0.261,0.06214,0,0,3452,2,3,1.25E-06,113064.2185,65676,2,1
GMFB,0.081647607,0.013,0.373,0.04681,0,1,3453,2,3,5.55E-07,100777.4011,65910,1,0
UBR2,0.081613699,0.041,0.16,0.0752,0,0,3454,2,3,5.39E-06,114124.9979,64762.75,8,6
TRIP13,0.081550215,0.023,0.26,0.06206,0,0,3455,2,3,1.25E-06,112895.9065,66177,2,2
RASSF8,0.08151643,0.023,0.26,0.06203,0,0,3456,2,3,1.31E-06,107672.975,65190,2,1
ATG9A,0.08151498,0.027,0.228,0.06627,0,0,3457,2,3,1.81E-06,116065.6688,62516.6667,3,2
CKAP5,0.081481023,0.041,0.16,0.07508,0,0,3458,2,3,5.22E-06,117644.2314,65155.5,8,6
LAMTOR3,0.081471235,0.013,0.373,0.0467,0,0,3459,2,3,4.98E-07,112013.1429,61964,1,1
C12orf5,0.081463321,0.013,0.372,0.04669,0,0,3460,2,3,4.73E-07,117919.3761,66706,1,1
GTF3C1,0.081395782,0.041,0.16,0.075,0,0,3461,2,3,5.44E-06,112764.82,64069,8,6
ASAP1,0.081387073,0.035,0.187,0.07154,0,0,3462,2,3,3.26E-06,113580.1405,64875.5,5,3
RXRG,0.081369507,0.023,0.26,0.06191,0,1,3463,2,3,1.20E-06,117295.5878,66729,2,0
VPS37B,0.081366267,0.013,0.372,0.04663,0,0,3464,2,3,5.51E-07,101077.9636,66506,1,1
DSG1,0.081364484,0.031,0.204,0.06939,0,0,3465,2,3,2.42E-06,119664.6563,66379,4,2
DNAJC6,0.081364091,0.031,0.204,0.06939,0,0,3466,2,3,2.48E-06,116768.9408,66001.3333,4,2
LRP12,0.081284924,0.027,0.228,0.06607,0,0,3467,2,3,1.86E-06,112594.5211,66652.6667,3,2
RGS7,0.081250737,0.027,0.228,0.06605,0,0,3468,2,3,1.79E-06,116943.4519,64793.3333,3,1
OTX1,0.081154936,0.013,0.371,0.0465,0,0,3469,2,3,4.92E-07,112836.7742,65662,1,1
CAMSAP1,0.081145491,0.035,0.187,0.07132,0,0,3470,2,3,3.58E-06,103104.3056,62705.6,5,4
ZNF326,0.081079812,0.027,0.227,0.0659,0,0,3471,2,3,1.84E-06,113502.0288,65334.6667,3,1
CHD9,0.081063353,0.044,0.149,0.0759,0,0,3472,2,3,7.49E-06,103160.2998,56898.8889,10,7
WNT6,0.081002948,0.015,0.325,0.05275,0,1,3473,2,3,8.40E-07,79819.04918,42916,1,0
SLC38A2,0.080955647,0.022,0.259,0.06158,0,0,3474,2,3,1.21E-06,115635.5556,65833,2,2
CLCN7,0.080931158,0.027,0.227,0.06578,0,0,3475,2,3,2.32E-06,89837.0586,65872.6667,3,1
PHF6,0.080895742,0.022,0.267,0.06035,0,0,3476,2,3,1.57E-06,83071.88623,47767.5,2,2
TLR8,0.080819649,0.022,0.267,0.06029,0,0,3477,2,3,1.53E-06,85149.73282,47605,2,2
LMTK2,0.080767309,0.031,0.202,0.06887,0,0,3478,2,3,2.45E-06,117270.9631,50037,4,1
LAPTM5,0.080735606,0.013,0.369,0.04623,0,0,3479,2,3,5.59E-07,98680.35714,33414,1,1
CHD4,0.08070652,0.043,0.153,0.07503,0,0,3480,2,3,5.78E-06,119137.9913,66502,9,4
CNOT4,0.080671188,0.027,0.226,0.06556,0,0,3481,2,3,1.79E-06,116024.9167,63986,3,3
SLC38A1,0.080579567,0.022,0.258,0.06128,0,0,3482,2,3,1.27E-06,109575.1322,65049,2,1
SLC18A2,0.080559721,0.022,0.258,0.06126,0,0,3483,2,3,1.21E-06,114975.5433,66697,2,2
PI4KB,0.080533662,0.031,0.202,0.06867,0,0,3484,2,3,2.46E-06,116432.6272,63725.3333,4,3
ZNF496,0.08050896,0.022,0.257,0.06122,0,0,3485,2,3,1.20E-06,115848.3991,64414,2,1
CRMP1,0.080508472,0.022,0.257,0.06122,0,0,3486,2,3,1.33E-06,104524.1306,66699,2,2
NCBP2,0.080484103,0.013,0.368,0.04606,0,0,3487,2,3,5.33E-07,103096.8021,57094,1,1
ZCCHC12,0.080456545,0.013,0.368,0.04605,0,1,3488,2,3,6.29E-07,87324.97059,47496,1,0
JTB,0.080444558,0.013,0.368,0.04604,0,1,3489,2,3,4.62E-07,118868.6582,66730,1,0
SLC3A2,0.080436338,0.022,0.257,0.06116,0,1,3490,2,3,1.35E-06,102867.9292,66619,2,0
TRPC4AP,0.080433427,0.031,0.201,0.06858,0,0,3491,2,3,2.52E-06,113509.0026,66670.6667,4,1
STK24,0.080433212,0.022,0.257,0.06116,0,1,3492,2,3,1.24E-06,111988.2287,66690,2,0
LAS1L,0.080388535,0.022,0.265,0.05995,0,1,3493,2,3,1.96E-06,66053.56357,26616,2,0
SEC11C,0.080381378,0.013,0.368,0.046,0,0,3494,2,3,4.94E-07,111061.0641,66734,1,1
MYH10,0.080366185,0.042,0.152,0.07471,0,0,3495,2,3,5.81E-06,118009.5512,64903.1111,9,6
FAM171A1,0.08035006,0.027,0.225,0.0653,0,0,3496,2,3,1.74E-06,118835.6989,66277,3,1
BEND3,0.080301844,0.022,0.257,0.06105,0,1,3497,2,3,1.17E-06,118462.1333,64838,2,0
CYLC1,0.080275558,0.015,0.322,0.05221,0,0,3498,2,3,8.87E-07,74669.04151,41028,1,1
FAM65B,0.080244152,0.027,0.225,0.06521,0,0,3499,2,3,2.43E-06,84968.6932,56762.6667,3,2
NDFIP1,0.08018779,0.013,0.367,0.04587,0,1,3500,2,3,5.15E-07,106216.2346,65772,1,0
PHIP,0.080139553,0.042,0.152,0.0745,0,0,3501,2,3,6.06E-06,112813.5131,62821.5,9,6
EPAS1,0.08008059,0.027,0.225,0.06507,0,0,3502,2,3,1.84E-06,111962.1734,66635,3,1
RGS10,0.080005544,0.013,0.366,0.04576,0,1,3503,2,3,4.80E-07,113642.0497,66598,1,0
CAAP1,0.080000522,0.013,0.366,0.04575,0,0,3504,2,3,5.87E-07,92919.86982,49692,1,1
COL27A1,0.079992899,0.041,0.157,0.0737,0,0,3505,2,3,5.45E-06,110558.6368,65840.5,8,7
CFH,0.07995538,0.034,0.184,0.07027,0,0,3506,2,3,3.19E-06,113922.4099,51614.5,5,2
ZNF384,0.079722327,0.022,0.255,0.06058,0,0,3507,2,3,1.22E-06,112650.8715,65553,2,1
PHACTR3,0.079673923,0.027,0.224,0.06473,0,1,3508,2,3,1.79E-06,114446.0188,64801.3333,3,0
DDI2,0.079667406,0.022,0.255,0.06054,0,0,3509,2,3,1.24E-06,110744.8333,57870,2,2
BLNK,0.079646517,0.027,0.224,0.06471,0,0,3510,2,3,1.78E-06,115045.3706,66646.6667,3,2
KLHL4,0.079640054,0.021,0.263,0.05937,0,0,3511,2,3,1.57E-06,81562.63898,45903,2,1
ATP6V1B2,0.079589862,0.027,0.223,0.06466,0,0,3512,2,3,1.93E-06,106020.8911,66622.6667,3,2
FERD3L,0.079578153,0.012,0.365,0.04548,0,0,3513,2,3,4.59E-07,118059.4884,65336,1,1
FAM104A,0.07955924,0.012,0.365,0.04547,0,1,3514,2,3,6.66E-07,81341.49321,61316,1,0
ZNF740,0.079557504,0.012,0.365,0.04547,0,1,3515,2,3,5.79E-07,93561.27485,66406,1,0
XAB2,0.079483973,0.031,0.199,0.06776,0,0,3516,2,3,2.63E-06,107387.8695,65105,4,2
RP11-302B13.5,0.079482683,0.012,0.364,0.04542,0,0,3517,2,3,4.84E-07,111795.8774,65130,1,1
LRRTM3,0.079444696,0.022,0.254,0.06036,0,1,3518,2,3,1.19E-06,115021.6765,66612,2,0
RAB11B,0.079420204,0.012,0.364,0.04538,0,1,3519,2,3,5.46E-07,99005.12195,66150,1,0
LONRF1,0.079399044,0.027,0.223,0.0645,0,0,3520,2,3,1.89E-06,107978.8571,66289,3,2
ANO8,0.079389015,0.031,0.199,0.06768,0,0,3521,2,3,2.89E-06,97601.71995,45892,4,3
PITPNA,0.079365826,0.022,0.254,0.0603,0,0,3522,2,3,1.24E-06,110255.8671,66676,2,1
HNRNPDL,0.079323044,0.022,0.254,0.06026,0,0,3523,2,3,1.24E-06,110186.5354,66696,2,2
ARHGAP26,0.079208692,0.031,0.199,0.06752,0,0,3524,2,3,2.55E-06,110346.3899,66240.5,4,2
FMNL1,0.079203296,0.031,0.199,0.06752,0,0,3525,2,3,2.68E-06,104986.1111,65483.5,4,4
DDIT3,0.079048676,0.012,0.363,0.04514,0,0,3526,2,3,4.63E-07,116080.7097,66686,1,1
ADRB2,0.078977803,0.012,0.362,0.0451,0,0,3527,2,3,4.71E-07,113983.0169,66732,1,1
HOXD8,0.078972698,0.012,0.362,0.04509,0,0,3528,2,3,5.70E-07,94178.46561,65326,1,1
CBX6,0.078927572,0.012,0.362,0.04507,0,0,3529,2,3,6.09E-07,88085.27508,64136,1,1
KPNA2,0.078915647,0.022,0.253,0.05993,0,0,3530,2,3,1.14E-06,119134.3051,66739,2,1
GTF2I,0.078863491,0.034,0.182,0.0693,0,1,3531,2,3,3.53E-06,101469.2467,66154,5,0
DHDDS,0.07884709,0.022,0.253,0.05988,0,0,3532,2,3,1.19E-06,114013.0323,66738,2,2
MAP1A,0.078710908,0.036,0.17,0.07062,0,0,3533,2,3,3.85E-06,113170.2514,65723.6,6,3
HGF,0.078658337,0.033,0.181,0.06912,0,0,3534,2,3,3.19E-06,111976.4863,66587.3333,5,2
BTRC,0.078644329,0.03,0.197,0.06703,0,0,3535,2,3,2.43E-06,114912.7845,66623.5,4,1
ZC3H6,0.078614357,0.026,0.221,0.06385,0,0,3536,2,3,1.97E-06,102466.8811,53725.3333,3,1
GABRB2,0.078521083,0.022,0.252,0.05962,0,0,3537,2,3,1.23E-06,109773.6032,66578,2,1
NR2C1,0.078439204,0.026,0.22,0.06371,0,0,3538,2,3,1.81E-06,111251.0942,66540,3,1
PRLR,0.078382524,0.022,0.251,0.05951,0,0,3539,2,3,1.16E-06,116158.4065,66544,2,2
ERBB4,0.078367146,0.036,0.169,0.07031,0,0,3540,2,3,3.65E-06,118827.6974,66676.6667,6,4
NR3C2,0.078366047,0.03,0.197,0.06679,0,0,3541,2,3,2.39E-06,116393.6007,66634,4,2
ONECUT1,0.078359184,0.012,0.36,0.0447,0,0,3542,2,3,5.15E-07,103239.557,66550,1,1
COMMD9,0.078352387,0.012,0.36,0.0447,0,0,3543,2,3,5.00E-07,106325.38,66718,1,1
DYNC1LI2,0.078305305,0.022,0.251,0.05944,0,1,3544,2,3,1.17E-06,115033.3238,65185,2,0
CYB561,0.078236924,0.012,0.359,0.04462,0,0,3545,2,3,5.45E-07,97369.15615,27720,1,0
HERPUD2,0.078233995,0.022,0.251,0.05939,0,1,3546,2,3,1.13E-06,118978.8472,66662,2,0
OXSR1,0.078104478,0.026,0.219,0.06343,0,0,3547,2,3,1.78E-06,112594.558,63006,3,2
ARRDC3,0.078074081,0.022,0.25,0.05926,0,0,3548,2,3,1.14E-06,117654.1754,66656,2,2
PCDHGC4,0.0780531,0.026,0.219,0.06338,0,0,3549,2,3,1.77E-06,113148.6554,66705.3333,3,1
FOXM1,0.078026088,0.026,0.219,0.06336,0,0,3550,2,3,1.72E-06,116393.4828,65954,3,2
GLCCI1,0.077905022,0.021,0.25,0.05912,0,1,3551,2,3,1.23E-06,108770.1227,66711,2,0
SETBP1,0.077880305,0.03,0.195,0.06637,0,0,3552,2,3,2.45E-06,112790.1029,65378,4,1
SLITRK2,0.077840652,0.021,0.258,0.05796,0,0,3553,2,3,1.44E-06,86575.61446,47630.5,2,1
GSPT1,0.077825684,0.021,0.258,0.05795,0,0,3554,2,3,1.44E-06,86556.10246,14658,2,1
UVRAG,0.07781929,0.026,0.219,0.06319,0,0,3555,2,3,1.79E-06,111515.3684,66707.3333,3,1
PRKCH,0.077811243,0.03,0.195,0.06631,0,1,3556,2,3,2.39E-06,115511.9299,65441,4,0
CDX2,0.077774799,0.012,0.357,0.04433,0,1,3557,2,3,5.74E-07,91777.55,65178,1,0
SSBP2,0.077763825,0.021,0.25,0.05901,0,1,3558,2,3,1.31E-06,101911.9457,44953,2,0
NDN,0.077583434,0.012,0.356,0.0442,0,0,3559,2,3,5.11E-07,102780.2111,64348,1,1
RHOU,0.077522345,0.012,0.356,0.04417,0,0,3560,2,3,4.68E-07,112114.8516,66672,1,1
POU4F2,0.077508302,0.012,0.356,0.04416,0,0,3561,2,3,5.20E-07,100880.8519,63728,1,1
SPRYD3,0.077486903,0.021,0.249,0.05879,0,0,3562,2,3,1.25E-06,106360.5658,66719,2,2
SETD2,0.077420901,0.041,0.147,0.07197,0,0,3563,2,3,6.13E-06,107641.7361,60655.7143,9,6
DAPK1,0.077416963,0.033,0.179,0.06802,0,0,3564,2,3,3.18E-06,110462.0926,62547.2,5,2
MAP3K1,0.07740885,0.033,0.179,0.06801,0,0,3565,2,3,3.06E-06,114781.2685,66052.4,5,2
RPL37,0.077352208,0.012,0.356,0.04406,0,0,3566,2,3,4.39E-07,119198.043,66196,1,1
CAMTA2,0.077350801,0.035,0.167,0.06939,0,0,3567,2,3,3.68E-06,116265.3731,66603,6,4
TNIP1,0.077269084,0.026,0.217,0.06273,0,0,3568,2,3,1.76E-06,112533.3977,64397.3333,3,3
DACT1,0.077263777,0.021,0.248,0.05861,0,0,3569,2,3,1.23E-06,107727.3775,60567,2,1
ATL2,0.077246325,0.026,0.217,0.06271,0,0,3570,2,3,1.92E-06,103122.1546,52862,3,2
